verdict,product,file,category,overlap,brand_on_pack,text_found
ok,Flair Inky Liq Fo Pen,flair-inky-liq-fo-pen.jpg,Toys & Stationery,0.25,,Flair INKP CLASSIC EASY REEIUDING SYSTEM LONGER Flain INKE Avaliablo Onlino  Hatmo! IDTATOJ Rediscover.. Real Writing Pleasure
ok,Gar Bright Com Ser Fw 50G,gar-bright-com-ser-fw-50g.jpg,Personal Care,0.25,,FOAM ARNIER SKIN NATURALS BRIGHT COMPLETE VitaminC FACEWASH DULLNESS CLEARS VTAMINC-LEMON DEEPCLEANSING
ok,Gar Men Nat Black1,gar-men-nat-black1.jpg,Personal Care,0.25,,2.0 ORIGINAL BLACK 37/ GARNIR Blach ALMONDOIL BLACKTEA EXTRACT Naturals OILENRICHEDCREMECOLOR Natural Looking Result >Proven NO Ammonia WORKSIN 5XShiny&SoftHair 15 100%GreyCoverage MIN
ok,Knorr Mix Veg Soup50G,knorr-mix-veg-soup50g.jpg,Ready to Cook,0.25,,Kmor SINCE1838 MIXED VEGETABLE SOUP OurPromise with100%Real legetables No added preservatives PerServe 150mlwater) kcal 36 2% OFGDA
ok,Uzhavu Herbal Jaggery Powder500G,uzhavu-herbal-jaggery-powder500g.jpg,Sweeteners,0.25,,"HERBAL UZHAYU JAGGERYPOWDER Organics Jssai SORNAM ENTERPRISES Netwt:500grm MRP 4/680,TNCsc Nagar,Chennamanaickampatti Rs.60.00 Pkd Apr.19BestBefore6Month Dindigul-624 004. E-mail:indusugu79@gmail.com"
ok,Loreal Hy Pure 72H Cond175Ml,loreal-hy-pure-72h-cond175ml.jpg,Personal Care,0.25,,"L'OREAL PARiS OFFICIALSTORE EXPERT HAIRCARE L'OREAL ELVIVE LHYALURONJ 72 PURE NEW HOUR OILFREESCALP &HYDRATEDHAIR 72HPURIFYING SHAMPOO ""INSTRUMENTALTESTUSINGMASKVS.CLASSICSRAMROO [Salicylic+HyaluronleAcid] Cleanses the scalp and OILYSCALP& 175ML"
ok,Saffola Mas Oat Masala400g,saffola-mas-oat-masala400g.jpg,Spices & Masalas,0.25,,NAL! PACK Saffoia masala one oats dlassic Masala
ok,Gil Sha Gel Sen 195g,gil-sha-gel-sen-195g.jpg,Personal Care,0.25,,SERIES SHAVE GEL SOOTHING WITH ALOE VERA SENSITIVE
ok,Mysore San Herbal Soap,mysore-san-herbal-soap.jpg,Personal Care,0.25,,SINCE 1916 Soap Only Soapwith Pure Sandalwood Oil
ok,Engage On Woman Pocket Perfume,engage-on-woman-pocket-perfume.jpg,Personal Care,0.25,,ENCAGE ENGAGE MAN NGAGE ORIGINAL POCKETPERFUME
ok,Knorr Pizza&pasta Sauce,knorr-pizza-pasta-sauce.jpg,Pasta & Noodles,0.25,,PinznePasta PIZZAPASTA SAUCE OurPromise h100%Real Noodded icialcolours
ok,Mysore San Baby Soap 75G,mysore-san-baby-soap-75g.jpg,Personal Care,0.25,,SINCE 1916 Soap Only Soapwith Pure Sandalwood Oil
ok,Park Ave Luxury Soap 125g,park-ave-luxury-soap-125g.jpg,Personal Care,0.25,,PACKOF125gX4i.SOAPS DISTRISINWDULSENCE PARK AVENUE PREMIUMMEN'SSOAP PURELUXURY Shea Butter+Coconut Oil
ok,Alpenliebe Lolly Pop,alpenliebe-lolly-pop.jpg,Chocolates & Candies,0.33,,"Assorted Pack HOME PACK Alpenlicbe LOUTPORTOFE 384 LOULPOR,OFE"
ok,Milky Mist Paneer 1Kg,milky-mist-paneer-1kg.jpg,Dairy & Fats,0.33,,"MVist Paneer ILINFORMATION AMO 50g%RDA# 142 So 16% 0% 30 09 calcuiated onthe ragevalues. 904083 INGREDIENTS:MilkSolids& C265NO1 ""ALWAYSKEEPREFRIGERATEAT4°C0 AFTEROPENINGUSE THECONTENTSWIT"
ok,Brit Cake Fruit 65G,brit-cake-fruit-65g.png,Bakery & Snacks,0.33,,BUTNA Cake
ok,Maharaja Coconut Oil1Lt,maharaja-coconut-oil1lt.png,Cooking Oils,0.33,,1L MAHARAJA COCONUTOIL
ok,Klf Coconut Oil450R,klf-coconut-oil450r.jpg,Cooking Oils,0.33,,USING VSIC KINGDOM FACTORY LARGEST RANGEOF NO NCIDITY KLF coconad withgoodnessof 47%LAURICS Freshnesspromised PURE&NATURAL Superiorqualitycocontoil will start solidifjing earliercomparedtoother COCONUTOIL
ok,Rin Lem & Rose500G,rin-lem-rose500g.jpg,Household,0.33,,Detergent Powder Refresh LEMON and ROSE 500g
ok,Anil Biryani Vermicelli200G,anil-biryani-vermicelli200g.jpg,Pasta & Noodles,0.33,,raditionAboveGenerations Anil Since1984 flweoflCgwn BIRYANIVERMICELLI NETQUANTITY 200g
ok,Sun Rich S.F Oil 800G,sun-rich-s-f-oil-800g.jpg,Cooking Oils,0.33,,"Upto15%less WITH VITAMIN absorption A& Sunrich REFINED SUNFLOWER OIL Clearer,Lighter,Healthier"
ok,Meiji Yan Yan,meiji-yan-yan.jpg,Bakery & Snacks,0.33,,meiji meiji meiji meiji meiji 浙ETW200Z1184025700 10-201579OPS CREME FUNANIMAL ONEACHSTICK! NAMEGAMES CRACKER CHOCOLATE CREME
ok,Pril Liq Green 750Ml,pril-liq-green-750ml.jpg,Household,0.33,,Lime Pril PERFECT 750 ml
ok,Chefs Bas Macaroni500G,chefs-bas-macaroni500g.jpg,Pasta & Noodles,0.33,,chef's basket MACARONI PASTA .100%SUJI.NOMAIDA
ok,Lia Rome Freshener,lia-rome-freshener.jpg,Household,0.33,,25 25 25 25 EXTRA EXTRA lia lia lia lia CHANDANAM ROYALORCHID SEA SHORE ROSE AGARWOOD JAS BOOU FRESHENTE SOCN FRESHCHI EOOM YRESHENCE
ok,Dettol Orig Soap 100G,dettol-orig-soap-100g.webp,Personal Care,0.33,,PROTECTSFROM Dettol 99.99% ILLNESS CAUSING GERMSA BE100%SURE ORIGINAL GERM DEFENCE IMARECOMMENDED
ok,Idhayam Mantra Oil 1 L,idhayam-mantra-oil-1-l.png,Cooking Oils,0.33,,IDHAYAM biion 1 Litre(912g)atsorc PRODUCTOFINDIA FREE FROMARGEMONEOL
ok,Yippee Magic Mas15Rs,yippee-magic-mas15rs.png,Pasta & Noodles,0.33,,Magic masal masala .JUNIO Pocke lone 55g
ok,Black Belt Bleaching 200,black-belt-bleaching-200.jpg,Personal Care,0.33,,STRONG Bleaching Powder With CHLORINE ENRICHED MONKEY Disinfects 555 Sanitizes VIBHAVA Deodorises Bleaches
ok,Amurtham Gin Oil 500Ml,amurtham-gin-oil-500ml.webp,Cooking Oils,0.33,,C3 Cooking Grade AMURTHAM GINGELLYOIL Cooking Grade
ok,Milky Mist Co Butter100G,milky-mist-co-butter100g.jpg,Dairy & Fats,0.33,,Milist Net Weight 100g Cooking Butter UNSALTED PASTEURISED
ok,Annai Naval Kottai,annai-naval-kottai.jpg,Bakery & Snacks,0.33,,icRs Annai Snacks Madewnith love Made 400g
ok,Par Happy Ha Cake,par-happy-ha-cake.jpg,Bakery & Snacks,0.33,,Chocotate Happy Cakes
ok,Milky Mist Curd 200G,milky-mist-curd-200g.jpg,Dairy & Fats,0.33,,milkymist FARM FRESH CurD
ok,Complan Kesar Badam 400G Jar,complan-kesar-badam-400g-jar.jpg,Health & Wellness,0.33,,BADAM KHEER FLAVOUR OFPROTEIN NUTRIGRO ALL ROUND 2-6 YEARS GROWTHS
ok,Idhayam Gin Oil 100 Ml,idhayam-gin-oil-100-ml.png,Cooking Oils,0.33,,IDHAYAM esame otl CRDE PPDLGEMONE OUL 3 196No18016042002340
ok,Anil Ragi Semia180G,anil-ragi-semia180g.jpg,Pasta & Noodles,0.33,,dition Above Generations Anil Since1984 FINGERMILLETVERMICE udsyvermicellesreleusine NETWEIGH 180g/6.40 Pagaphsocgg p45gofsenving
ok,Pears Soft&Fresh 80G,pears-soft-fresh-80g.jpg,Personal Care,0.33,,Pears SoftandFresh 98%Pure Glycerin& Mint Extracts Look Young Stay Young
ok,Dds Stone Sugar 250G,dds-stone-sugar-250g.jpg,Sweeteners,0.33,,DIABLISS LOWGLYCEMICINDEXFOODS First of its kind Goodnes of HerbulExtacts igar DIABLISS 5kg DIABLISS OWGLCIMICINDEXFOOOS LOWY Firitofits Wind DIABLISS Sugar LOWGLYCEMICINDEXFOOOS Firstofitskind AD Sugar Sugar DIABLISS Sugar
ok,Gar Bright Com Fw 50G,gar-bright-com-fw-50g.jpg,Personal Care,0.33,,FOAM ARNIER SKIN NATURALS BRIGHT COMPLETE VitaminC FACEWASH DULLNESS CLEARS VTAMINC-LEMON DEEPCLEANSING
ok,Livon Silky Potion 20 Ml,livon-silky-potion-20-ml.jpg,Personal Care,0.33,,EXPLORE THE LIVON RANGE LIVON LIVON SERUM SHAKE & FORROUGH SPRAY & DRY HAIR SERUM LIVON LIVON ANTI-FRIZZ SERUM ANTI-FRIZZSERUMSPRAY FORROUGH&DRY HAIR FOR ALL HAIRTYPES SPRAY AND Hisows Go! Z4HOUR SUPERSMOOTHNESS BAMXGE DAMAGE VITAMINE WITH VITANINE PROTECTION- PROTECTION- AARSAKEH LIVON LIVON DAMAGE
ok,Halt Zeera Rice 1Kg,halt-zeera-rice-1kg.png,Rice & Cereals,0.33,,ALI Leera Rice ANDLE Chilli Sauce STBEFORE hale aatl
ok,Kr Black Rice Dosa 500G,kr-black-rice-dosa-500g.webp,Rice & Cereals,0.33,,ANUBHUTHI TM HOME FOOdS BlackRice Dosa Mix Healthy · Wholesomer Easy to Cook INSTANT 250G
ok,Dds Green Dhania 500G,dds-green-dhania-500g.jpg,Spices & Masalas,0.33,,Ritha Sudhata Ka DDS Spicea CORIANDER POWDER 500g
ok,Stayfree Sec Xl 20W,stayfree-sec-xl-20w.jpg,Personal Care,0.33,,BESTEVER* UPTO PROTECTION Stayfree secure XL Cottony Comfort Units
ok,Ponvandu Soap 250G Supreme,ponvandu-soap-250g-supreme.jpg,Personal Care,0.33,,PONVANDU SUPREM DETERGENTCAK
ok,Dds Raw Rice 1 Kg,dds-raw-rice-1-kg.jpg,Rice & Cereals,0.33,,JavikBharat Nature's Wheel INDIAN TRADITIONAL RICE RAWDOSARICE 100% Net Wt. 1Kg
ok,Dds Poppy Seeds 50 G,dds-poppy-seeds-50-g.jpg,Spices & Masalas,0.33,,PATANJALD TANIA POPPY IALI PATANY eeds POP eer
ok,Dds Bedigai Chilli 100 G,dds-bedigai-chilli-100-g.jpg,Spices & Masalas,0.33,,Diwanji DeshiByadgi Chilli powder Gold
ok,Dds Wheat Rava 500 G,dds-wheat-rava-500-g.jpg,Rice & Cereals,0.33,,IBLEROASTEDN BESTFOR ★UPMA Ingredients:HardPunjabWheat ★KESARI ：500g ★ RAVAIDLY Net Weight ★ RAVA DOSA Max.RetailPrice: (ncd.ofalltaxes) ★ RAVA LADDU PackedOn ★ RAVAKITCHA n No. NUTRITIONALFACTS BEST BEFORE SIX MGNTHS (Approx)Per100g FROMPACKAGING Protein 12.00g Fat 1309 Carbohydrates 81.20g Mineral
ok,Dds Kadal Passi 10 G,dds-kadal-passi-10-g.jpg,Spices & Masalas,0.33,,Ristha Sudhata Ra DDS Spico's CHHAT MASALA Munchy Chaat fordusky Hours! THE NATURAL TASTEEINDIA
ok,Sak Mutton Masal 100G,sak-mutton-masal-100g.webp,Spices & Masalas,0.33,,"SK Mutton SGNOF QUALITY Mutton Masala Masala SIGNOFQUALITY INGREDIENTS(INPOWDERFORM): ssai ALLERGICADVICE: Chillsau ProssedinthefaitythatalsoproessSesam Dyngakadmm LIC.NO.1072320007 MuarWhik BlakpasinaGreeardm MFO.&MKTO.Y lodiedSal,hydratdGalicryugee LeafhydratednonHyolydSoyProti ANIFODHUBLLP STORAG"
ok,Kr Redrice Puttu Podi 500Gm,kr-redrice-puttu-podi-500gm.jpg,Rice & Cereals,0.33,,500g CHUMMY OFOODSO Simply yummy RED RICE PUTTU siropawwroire ORGANIC NO ADDED PRESERVATIVES GLUTEN FREE PURE VEGAN
ok,Knorr H&S Veg Soup,knorr-h-s-veg-soup.jpg,Ready to Cook,0.33,,lassic Kmor Hot&Sour Vegetable Soup with 100% Real Vegetables No added Preservatives perportion (10.75g.powder) kcal 36 GDA Serves4
ok,Faber Premium Notebook,faber-premium-notebook.jpg,Toys & Stationery,0.33,,FABER-CASTELL Sinz1761 Chlorine-free paper
ok,Rockfort Wheat Rava 500 G,rockfort-wheat-rava-500-g.jpg,Rice & Cereals,0.33,,Rate:65.00 10029 Philomzina's ROASTEDRAVA Packed&Mankeledby Ingredets:Wheat PalakaranBidg.KinumpadyRos Philomina's FoodProducts Muvaltupuzha inlo@ohlominasfoodsin www.philominasfoodsin Customer Care No:9946767696 falNo.11319007001963 BetBeog6MoshomeDPacing KEEFINDRYPLACE
ok,Pears Pure&Gen125Gm,pears-pure-gen125gm.jpg,Personal Care,0.33,,BUY5009&GET1259FREE (5x125g) Pears pear PureandGentle 98%PureGlycerin& Natural Oils Look Young Stay Young
ok,Tongue Cleaner Copper,tongue-cleaner-copper.png,Personal Care,0.33,,VEGA Tongue OPPERE
ok,Dds Toor Dhall 500 G,dds-toor-dhall-500-g.jpg,Pulses & Grains,0.33,,aaiRose A.C.LONAPPANSONS AN 15O22000:2008 HACCPCERTIFIED COMPANY Toor Dal FARM Netw.3500g FRECH
ok,Dds Stemless Chilly 250 G,dds-stemless-chilly-250-g.jpg,Spices & Masalas,0.33,,ABOVE 76 76 MICRON MICRON PackedOnAUG.2023 NetWeight:500g CunturChill Whole Stemless M.R.P.:499(incAllTa) Pefore12Me
ok,Dds Surool Pattai 20 G,dds-surool-pattai-20-g.jpg,Spices & Masalas,0.33,,"DDS DAHIVADA MASALA 100gm lyndets Daimaaoihmarinwehu savouriesalso Lic.No,22719626000024 Noaddedcolouronflavor. Manufactured By: nETUEGTUEnPIOD:1OOGmL Information on Crimp BRTCHNO.CITH-003 DDSPICES mFGDRTECmH-003 (UitorProdehy inde mRP R60/- Customar Coro email-ddupites.ckpiomol.com Compnywilobre th"
ok,Nail Polish Remover,nail-polish-remover.jpg,Personal Care,0.33,,nailpolish remover 250mle8.4UsFl.Oz
ok,Ponds Sandal Talc 40g(s),ponds-sandal-talc-40g-s.jpg,Personal Care,0.33,,POND'S NATURAL SUNSCREEN talcumpowder radiance SANDAL
ok,Salt&pepper Set,salt-pepper-set.jpg,Salt & Condiments,0.33,,"MADEIN S. EVERYDAY Fodized Salt & Fepper det THIS SALTSUPPLIESIODIDE,ANECESSARYNUTRIENT"
ok,Ponds Hydra Light Gel Wash100H,ponds-hydra-light-gel-wash100h.jpg,Personal Care,0.4,,POND'S FORMULATED BY THE POND'S INSTITUTE HYDRA LIGHT WITH HYALURONIC ACID GELFACEWASH HYDRATE&GLOW
ok,Lotus Bisciff 10Rs,lotus-bisciff-10rs.jpg,Bakery & Snacks,0.5,,botus Biscoff 10x 8.80z lbtus 250g Biscoff 8.80Z Lotus ce1932 Biscoff 8.80Z 250g
ok,Rajam Badam 200G,rajam-badam-200g.jpg,Dry Fruits & Nuts,0.5,,"Buy 1 Get 1 Free! Since 1989 ajam BADAM Drink Mix CERTIFIED Added Natural BADAM& ProprtetaryFood (BadamDnnk Mix) CASHEW NUTS (-FotPreparatonofBadammix) ""Doesncontainmik"" ADDWITHHOTOR COLD MILK Net.wt.200g"
ok,Gold Winner 1 Lt,gold-winner-1-lt.jpg,Cooking Oils,0.5,,"Kaleesuwari Gold dWinner Refined Sunflower Oil Clear,Light&Non-sticky Zero Cholesterol vitamins, 80 ImprovesDigestion QUALITY CHECKS"
ok,Hershey'S Chocolate,hershey-s-chocolate.jpg,Chocolates & Candies,0.5,,HERSHEYS HERSHEY'S HERSHEY'S EXOTICDARK EXOTICDARK CALIFORNIANALMONDS RASPBERRY &GOJI SUAAMEXICANCHILFLANGR HERSHEY'S HERSHEY'S FLXIREDCENTERCHOCOLATE Kisses KIsses cookies'n'creme almonds crunchgalmondbitsmilkhocolate HERSHEY'S HERSHEY'S WHOLE ALMONDS COOKIES N'CREME
ok,Narasus Varmicelli 180G,narasus-varmicelli-180g.jpg,Pasta & Noodles,0.5,,Narasu's hce1926 Whole wheat Vermicelli NET QUANTITY:180g
ok,Nippat Amman 50Rs,nippat-amman-50rs.jpg,Bakery & Snacks,0.5,,"Modern Kitchens NIPPAT NO FLAVORS PRESERVATIVE Fresh,crispyTasty"
ok,Nandini Ghee 1 L (S),nandini-ghee-1-l-s.png,Dairy & Fats,0.5,,"nandini Nandini PUREGHEE Net Quantity The Legacy of Purity 1Litre(905g) ""PackDesignisVisuatRepresentationonly"
ok,Lion Honey 250+250G,lion-honey-250-250g.jpg,Health & Wellness,0.5,,ZAONMIE HONE HONEY SAOHMIR 250g 250g
ok,Lizol Citrus 975Ml,lizol-citrus-975ml.jpg,Household,0.5,,CLEANING &GERMKILL 10X figoe SURFACECLEANER DISINFECTANT Citrus
ok,Monkey 555 5T Broom,monkey-555-5t-broom.jpg,Household,0.5,,MONKEY MONKEY555 REGULAR VIRILAVA MONKEY
ok,Ban Bl Henna 20G,ban-bl-henna-20g.webp,Personal Care,0.5,,NEWPACK Brown Henna Genuine Original SHAGUNGOLDHENNACertification TradeMarkNo10477133 Indian Standards No.IS:10350
ok,Iodex Spray60G,iodex-spray60g.jpg,Health & Wellness,0.5,,Rapid Action Spray lodex BODYPAINEXPERT 60g
ok,Dairy Milk 5Rs,dairy-milk-5rs.jpg,Chocolates & Candies,0.5,,Mik. 100% Cabury SUSTAINABLY SOURCED COCOA Dairy CHOCOLATE 6.6g Chocolate x72units
ok,Lizol Citrus200 Ml,lizol-citrus200-ml.jpg,Household,0.5,,EFFECTIVEAGAINST COVID-19VIRUS# DISINFECTAN 3TRIPLE DISPHCTART ALLN DISINFECTANT SURFACECLEANER Citrus #AsperlabtestingdoneonCovid-19virus&representativebacteria.
ok,Nayasa Bucket,nayasa-bucket.jpg,Household,0.5,,NAYASA
ok,Goodday Butter 5Rs,goodday-butter-5rs.png,Bakery & Snacks,0.5,,Good 275 Butter Cookies
ok,Arnad Imm Water Heater,arnad-imm-water-heater.jpg,Electronics,0.5,,GRNAD IMMERBION WATER MeOu ARNAD IMMERSIONWATERHEATER 1500WHEATER
ok,Brit Rusk 40,brit-rusk-40.jpg,Bakery & Snacks,0.5,,100%VEG Brit-o DEUCIOU Suji Elaichi RUSK RUSK OVENFRESHCRUNCHYRUSK Brit-0
ok,Kr Sundai Vattal 100G,kr-sundai-vattal-100g.webp,Bakery & Snacks,0.5,,KITCH'N RALTASTE INDI SUNDAI VATHTHAL
ok,Rkg Ghee-200Ml Jar,rkg-ghee-200ml-jar.jpg,Dairy & Fats,0.5,,RKG AGMARKGHEE
ok,Maharaja G Nut Oil 1Lt,maharaja-g-nut-oil-1lt.jpg,Cooking Oils,0.5,,GOLD maharaja AGMARK COLD PRESSED GROUNDNUT OIL 5e
ok,Softouch Lavender 800Ml,softouch-lavender-800ml.jpg,Household,0.5,,wipro Softouch Fabric Conditioner NEW Softouch 2X ROYAL 2X PERFUME ROYAL PERFUME AFTERWASH AFTER WASH
ok,Milky Mist Table Butter 100G,milky-mist-table-butter-100g.jpg,Dairy & Fats,0.5,,milkymist PASTEURISED TABLE BUTTER SALTED NetQuantity:100g Imagesareshownforrepresentativepurposesonly.
ok,Nanmai Appalam 100G,nanmai-appalam-100g.jpg,Bakery & Snacks,0.5,,NANMAI 156016010
ok,Lion Honey 400 G,lion-honey-400-g.png,Health & Wellness,0.5,,LON WION HONEY HONEY BUY 1GET 1FREE 400 HONEY gms
ok,Comfort Royale 4X4,comfort-royale-4x4.jpg,Household,0.5,,PERFUME DELUXE Cmfort ROYALE EAU DE 850 ARFUM
ok,Engage Deo 50Ml,engage-deo-50ml.jpg,Personal Care,0.5,,WOMAN WOMAN OMAN ENgAgE ENgAgE ENgAgE ENgAgE BLUSH 24 BLUSH SPELL SPELL bodylicious bodyliciousdoos bodylticlous bodyliclous Aquaityucfrm
ok,Swastik Castor Oil 100Mlbaby,swastik-castor-oil-100mlbaby.jpg,Baby Care,0.5,,URSTIK CASTOR OIL DHSALESCO
ok,Linga Snacks,linga-snacks.png,Bakery & Snacks,0.5,,"NUTRITION FACTS TM Serving Size 100grams Lingg Per 100g lingg ENERGY 411 kcal REFINED SUNFLOWEROIL CARBCHYDRATES 51.5 g SWEETS FAT 23.3g SATURATED FAT 3.49 TRANS FAT -0.1 g MANUFACTURED BY: LINGA SWEETS 96A/WG, VAYALPATTI ROAD, INGREDIENTS: Sweets PROTEN 1.69 fssai TOTAL SUGAR ≤0.1 g KODUVILARPATTI,"
ok,Lion Seedless 500 G (J),lion-seedless-500-g-j.jpg,Dry Fruits & Nuts,0.5,,LION Delicacy DATES 500g Rove Mixed 1-800-4252649041 Nuts METSANTITY ：400g DATEOFOOGOG:
ok,Vim Bar 4X200,vim-bar-4x200.jpg,Household,0.5,,WithPOWEROF LEMONS WithPOWEROF LEMONS withPOWEROF LEMONS Dishwash Bar 3x 200
ok,Power Bath Papaya Soap,power-bath-papaya-soap.jpg,Personal Care,0.5,,Nature POWER Papaya Aura
ok,Smith&Jones Tom Ket 90G,smith-jones-tom-ket-90g.png,Salt & Condiments,0.5,,SMITH &JONES Very Very Tasty! SMITH & JONES Mery Very Tasty! Ginger SMITH &JONES yVery Toy! Ginger Garlic 2AM Gariic Paste Paste SMITH & JONES SMITH &JONES SMITH&JONES Pasta Peri Masala mer Peri Masala Nutri Masala
ok,Dds Maratimocku 10 G,dds-maratimocku-10-g.jpg,Spices & Masalas,0.5,,Ristha Sudhata Ka DDS Spice's CHHOLEMASALA 100%Pure THE NATURAL TASTE OF INDIA
ok,Cycle 3 In One-50,cycle-3-in-one-50.jpg,Pooja & Religious,0.5,,OUUTY CYCLE inone SERENE YUGANTAR UAGRANE
ok,Darshan Incense,darshan-incense.jpg,Pooja & Religious,0.5,,T.M.No.4067085 BHaRaTH DARSHAN INCENSESTICKS TTAGRANCEWHICHSPREADSFRE THEMINDANDATMOSPHERE
ok,Gopuram Kumkum 40G,gopuram-kumkum-40g.jpg,Pooja & Religious,0.5,,GOPURAM
ok,Dds Barley 250 G,dds-barley-250-g.jpg,Rice & Cereals,0.5,,BARLEY DFS
ok,Indiagate Classic 1Kg,indiagate-classic-1kg.jpg,Rice & Cereals,0.5,,CELEBRATION PACK INDIA GATE BASMATIRICE CLASSIC
ok,Him Fw Apricot 100Ml,him-fw-apricot-100ml.png,Personal Care,0.5,,maaa MINCED Gente Exfoleting Apricot Face Scrub AFRGOT + HEAYGISM 100%
ok,Cycle Naivedya,cycle-naivedya.jpg,Pooja & Religious,0.5,,CUPS  Naivedya Naivedya SYMBOLOF QUALITY Sambrani
ok,Chinnis Garlic 70G,chinnis-garlic-70g.jpg,Spices & Masalas,0.5,,TM 100%Veg @MAS Fresh No Onion No Garlic Noodles magic Perfectfor: Noodles Pasta Net:70g Authentic Spice Mix Masala Paratha 2.460z
ok,Sg Sweet Mrp 60,sg-sweet-mrp-60.jpg,Sweeteners,0.5,,WOSgisNOAnfic SweetlLeaf sweet sweet sweet drops drops drops GLUTEN Caramel Pumpkin Spice Chocolate Flavored Flavored Flavored Stevia Sweetener Stevia Sweetener Stevia Sweetener 17FLOZ(50ML) 7FLOZ(50ML) 1.7FLOZ(SOML)
ok,Vega Hmwc-05,vega-hmwc-05.jpg,Personal Care,0.5,,"VEGA HAIR BRUSH No. INDIA BRANDIN LICECOMB(DOUBE-SIDED) HandCraritedVEGA HMAWC-85 'AzResearch,February2023"
ok,Dds Mustard 100 G,dds-mustard-100-g.jpg,Spices & Masalas,0.5,,Pitha Sudhata Ka DDS Spice's Premium Quality KITCHEN KING 100%Pure THE NATURALTA STEOFINDIA
ok,Indulekha Shampoo 2X16,indulekha-shampoo-2x16.jpg,Personal Care,0.5,,indulekha indulekha Bringha Hair Cleanser Bringha Hair Cleunser ANAYURVEDICPROPRIETARY MEDICINEFORHAIRFALLA ANAYURVEDICPROPRIETARY MEDICINEFORHAIRFALLA
ok,Aashirvaad Atta 5 Kg,aashirvaad-atta-5-kg.jpg,Pulses & Grains,0.5,,WHOLE WHEAT FLOUR PROYIN SOYA. Atta INDIA NETWT.5KG FLUPTOSEEHOW
ok,Dds Menthya 250G,dds-menthya-250g.jpg,Spices & Masalas,0.5,,DDS Spice's DAHIVADA MASALA THENATURAL TASTEOFINDIA
ok,Vivel Sandal 100G,vivel-sandal-100g.jpg,Personal Care,0.5,,Vivel VedVidya Vivel Nargis& Kumkumadi oil BEAUTY Vivel Nagarmotha& Bahumanjarioil Chandan& Vivel Badamam oil LUXURYPACKOF3SKINCAREBARS
ok,Dds Maida 500G,dds-maida-500g.jpg,Rice & Cereals,0.5,,Maida eccan MAIDA 500g
ok,Darling Chicken 50G,darling-chicken-50g.jpg,Spices & Masalas,0.5,,TM Darling CHICKENMASALA 50g
ok,Dds Garlic 250Gm,dds-garlic-250gm.jpg,Spices & Masalas,0.5,,DDS gold CONSOSE
ok,Dds Menthya 100 G,dds-menthya-100-g.jpg,Spices & Masalas,0.5,,DDS Spice's DAHIVADA MASALA THENATURAL TASTEOFINDIA
ok,Youva Dairy,youva-dairy.jpg,Toys & Stationery,0.5,,YOuVA CRAYONS COLOUR+STATIONARY CRE THINK KIT TEMPERA COLOURS
ok,Mysore Sandal Cup Sambrani,mysore-sandal-cup-sambrani.png,Pooja & Religious,0.5,,MysoreSandals Cup Sambrani Bring homethemystic aroma of spirituality
ok,Dds Jadikai,dds-jadikai.jpg,Spices & Masalas,0.5,,DDS Spicas Premiun GARAM MASALA onfity POWDER
ok,Tulip Perfume,tulip-perfume.jpg,Personal Care,0.5,,HPPremiumOualty HePremiumO.aity Hulip Hulip Premium Qualty Premiun Qualy Fulp Fulip Fobrx PefumeSpray Fabric Fobric Rejue Sproy Pertume Spray Perfume Spray Fabnc 100mil. 100.ml
ok,K.P Namboo Sandal 75G,k-p-namboo-sandal-75g.jpg,Personal Care,0.5,,KPNAMBOODIRI'S SANDAL HERBALSOAP NATURALSKINNOURISHMENT ENRICHEDWMTHLIOLOEE
ok,Whisper Ul Xl+ 150Pads,whisper-ul-xl-150pads.jpg,Personal Care,0.5,,SUPERSAVERPACK XL+ 317mm 30 PADS whisper ULTRA skinlove soft 100%LEAK SOFT PROTECTION
ok,Dds Rava 500 G,dds-rava-500-g.jpg,Rice & Cereals,0.5,,Natural Product SR SRIVIJAYA GOLD Rice Rava 100% PURE Net Weight 500g
ok,Sak Turmeric 50 G,sak-turmeric-50-g.jpg,Spices & Masalas,0.5,,"INGREDIENT:TURMERIC TUR1CFJYXXII Mandfactrid by: SAKTHIMASALA(P)LTD JUL2023 MAR2024 CIN:U15499TZ1997PTC008000 Erode-638004.Tamitnadu.INUIA 86,Mamarathupalayam, 15.00 www.sakthimasala.cot cusiomercaresakcnimasala Hemen10ssAsdtSpnOnworiru Tel:(0424)2533601 Date of Packaging saxtlliejoansnpu) Customr C"
ok,Vicco Paste 100 G,vicco-paste-100-g.jpg,Personal Care,0.5,,Ayurvedic ONGUMSANDTEETH Medicine ForGums VICCO And Teeth Net Weight 100g BatchNo APPLICATION:ON GUMSANDTEETH ICCO 100g Net Weight Ayurvedic Medicinefor Gums And Teeth
ok,Navi Maida 500G,navi-maida-500g.png,Rice & Cereals,0.5,,Namajivi Ch SaastSh MAIDA
ok,Dds Tamarind 250 G Spl,dds-tamarind-250-g-spl.webp,Spices & Masalas,0.5,,KSO KeralaSices Tamarind NE.W. 200gm Zero Richin Zero Trans Fat Dietry Fibre Cholesterol
